taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
1116375	species	Vibrio sp. EJY3	1	9	9	9	9	9.00	0.00	[9]
81475	species	Frateuria aurantia	1	4	4	4	4	4.00	0.00	[4]
52227	species	Prevotella dentalis	1	5	5	5	5	5.00	0.00	[5]
466153	species	Singulisphaera acidiphila	1	8	8	8	8	8.00	0.00	[8]
46355	species	Spirochaeta africana	1	3	3	3	3	3.00	0.00	[3]
995	species	Solitalea canadensis	1	4	4	4	4	4.00	0.00	[4]
666686	species	Bacillus sp. 1NLA3E	1	12	12	12	12	12.00	0.00	[12]
511062	species	Oceanimonas sp. GK1	1	7	7	7	7	7.00	0.00	[7]
446683	species	Niabella soli	1	2	2	2	2	2.00	0.00	[2]
233055	species	Desulfitobacterium dichloroeliminans	1	6	6	6	6	6.00	0.00	[6]
36854	species	Desulfitobacterium dehalogenans	1	6	6	6	6	6.00	0.00	[6]
755731	species	Clostridium sp. BNL1100	1	8	8	8	8	8.00	0.00	[8]
1912	species	Streptomyces hygroscopicus	4	6	6	6	6.0	6.00	0.00	[6, 6, 6, 6]
102684	species	Streptococcus infantarius	3	6	9		7	7.33	1.25	[6, 9, 7]
354356	species	Niastella koreensis	1	3	3	3	3	3.00	0.00	[3]
2265	species	Thermococcus litoralis	1	1	1	1	1	1.00	0.00	[1]
51229	species	Wigglesworthia glossinidia	1	2	2	2	2	2.00	0.00	[2]
33952	species	Acetobacterium woodii	1	5	5	5	5	5.00	0.00	[5]
84595	species	Gordonia polyisoprenivorans	1	3	3	3	3	3.00	0.00	[3]
97478	species	Lactobacillus mucosae	2	8	8	8	8.0	8.00	0.00	[8, 8]
1008	species	Saprospira grandis	1	3	3	3	3	3.00	0.00	[3]
37326	species	Nocardia brasiliensis	3	3	3	3	3	3.00	0.00	[3, 3, 3]
1175444	species	Methanocella conradii	1	2	2	2	2	2.00	0.00	[2]
502394	species	Deinococcus gobiensis	1	5	5	5	5	5.00	0.00	[5]
1638	species	Listeria ivanovii	8	6	6	6	6.0	6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6]
54736	species	Salmonella bongori	8	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7]
56426	species	Bartonella clarridgeiae	1	2	2	2	2	2.00	0.00	[2]
83552	species	Parachlamydia acanthamoebae	1	3	3	3	3	3.00	0.00	[3]
1303	species	Streptococcus oralis	11	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
702113	species	Novosphingobium sp. PP1Y	1	3	3	3	3	3.00	0.00	[3]
55197	species	Flavobacterium branchiophilum	1	3	3	3	3	3.00	0.00	[3]
717785	species	Hyphomicrobium sp. MC1	1	1	1	1	1	1.00	0.00	[1]
1304	species	Streptococcus salivarius	18	5	8	6	6.0	6.11	0.57	[6, 6, 6, 6, 6, 8, 6, 6, 6, 7, 6, 6, 6, 6, 6, 5, 6, 6]
78331	species	Mycobacterium canettii	1	1	1	1	1	1.00	0.00	[1]
885581	species	Desulfosporosinus acidiphilus	1	9	9	9	9	9.00	0.00	[9]
149715	species	Marinitoga piezophila	1	3	3	3	3	3.00	0.00	[3]
184914	species	Corallococcus coralloides	2	3	3	3	3.0	3.00	0.00	[3, 3]
34038	species	Rahnella aquatilis	6	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7]
75612	species	Pseudomonas mandelii	1	6	6	6	6	6.00	0.00	[6]
591197	species	Ignavibacterium album	1	1	1	1	1	1.00	0.00	[1]
683846	species	Fervidicoccus fontis	1	1	1	1	1	1.00	0.00	[1]
588	species	Providencia stuartii	10	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
138563	species	Helicobacter cetorum	2	2	2	2	2.0	2.00	0.00	[2, 2]
1127744	species	Bacillus sp. JS	1	10	10	10	10	10.00	0.00	[10]
754477	species	Methylophaga frappieri	1	3	3	3	3	3.00	0.00	[3]
754476	species	Methylophaga nitratireducenticrescens	1	3	3	3	3	3.00	0.00	[3]
28131	species	Prevotella intermedia	14	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
1908	species	Streptomyces globisporus	2	6	6	6	6.0	6.00	0.00	[6, 6]
1168287	species	Mycobacterium sp. MOTT36Y	1	1	1	1	1	1.00	0.00	[1]
299583	species	Francisella orientalis	23	1	3	3	3	2.87	0.45	[1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
563	species	Shimwellia blattae	3	8	8	8	8	8.00	0.00	[8, 8, 8]
416344	species	Burkholderia sp. KJ006	1	6	6	6	6	6.00	0.00	[6]
1186051	species	Blattabacterium sp. (Blaberus giganteus)	1	1	1	1	1	1.00	0.00	[1]
1183377	species	Pyrococcus sp. ST04	1	1	1	1	1	1.00	0.00	[1]
795665	species	Hydrogenophaga sp. PBC	1	1	1	1	1	1.00	0.00	[1]
171437	species	Tistrella mobilis	1	4	4	4	4	4.00	0.00	[4]
1200300	species	Thermogladius calderae	1	1	1	1	1	1.00	0.00	[1]
1821960	species	Edwardsiella anguillarum	1	7	7	7	7	7.00	0.00	[7]
332055	species	Sphingobium indicum	1	2	2	2	2	2.00	0.00	[2]
44674	species	Sulfurospirillum barnesii	1	2	2	2	2	2.00	0.00	[2]
214856	species	Alistipes finegoldii	1	2	2	2	2	2.00	0.00	[2]
101385	species	Aequorivita sublithincola	1	2	2	2	2	2.00	0.00	[2]
232259	species	Belliella baltica	1	4	4	4	4	4.00	0.00	[4]
28251	species	Ornithobacterium rhinotracheale	3	3	3	3	3	3.00	0.00	[3, 3, 3]
999	species	Bernardetia litoralis	1	3	3	3	3	3.00	0.00	[3]
163003	species	Thermococcus cleftensis	1	1	1	1	1	1.00	0.00	[1]
29510	species	Turneriella parva	1	2	2	2	2	2.00	0.00	[2]
1800	species	Mycolicibacterium chubuense	1	2	2	2	2	2.00	0.00	[2]
97477	species	Acetomicrobium mobile	1	2	2	2	2	2.00	0.00	[2]
2358	species	Desulfomonile tiedjei	1	1	1	1	1	1.00	0.00	[1]
1363	species	Lactococcus garvieae	9	5	5	5	5	5.00	0.00	[5, 5, 5, 5, 5, 5, 5, 5, 5]
2066	species	Kitasatospora setae	1	9	9	9	9	9.00	0.00	[9]
1648	species	Erysipelothrix rhusiopathiae	10	3	9	5	5.5	6.00	1.90	[7, 3, 9, 5, 5, 7, 4, 5, 6, 9]
197614	species	Streptococcus pasteurianus	3	5	6	6	6	5.67	0.47	[5, 6, 6]
49118	species	Candidatus Arthromitus sp. SFB-mouse	2	5	6		5.5	5.50	0.50	[6, 5]
29405	species	Microlunatus phosphovorus	1	1	1	1	1	1.00	0.00	[1]
502558	species	Eggerthella sp. YY7918	1	2	2	2	2	2.00	0.00	[2]
1042156	species	Clostridium sp. SY8519	1	4	4	4	4	4.00	0.00	[4]
76853	species	Solibacillus silvestris	2	12	12	12	12.0	12.00	0.00	[12, 12]
365349	species	Pelosinus fermentans	1	9	9	9	9	9.00	0.00	[9]
29575	species	Taylorella equigenitalis	7	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3]
1138383	species	Mycobacterium paraintracellulare	2	1	1	1	1.0	1.00	0.00	[1, 1]
1750	species	Pseudopropionibacterium propionicum	4	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2]
36809	species	Mycobacteroides abscessus	39	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
65123	species	Mycoplasma wenyonii	1	1	1	1	1	1.00	0.00	[1]
56459	species	Xanthomonas vasicola	6	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2, 2, 2]
1134405	species	Melioribacter roseus	1	1	1	1	1	1.00	0.00	[1]
283686	species	Kosakonia radicincitans	3	7	7	7	7	7.00	0.00	[7, 7, 7]
1297742	species	Myxococcus hansupus	1	4	4	4	4	4.00	0.00	[4]
133453	species	Caldilinea aerophila	1	2	2	2	2	2.00	0.00	[2]
141391	species	Candidatus Mycoplasma haemolamae	1	1	1	1	1	1.00	0.00	[1]
406552	species	Natrinema sp. J7-2	1	3	3	3	3	3.00	0.00	[3]
490759	species	Marinobacter sp. BSs20148	1	3	3	3	3	3.00	0.00	[3]
627192	species	Sphingobium sp. SYK-6	1	2	2	2	2	2.00	0.00	[2]
748280	species	Pseudogulbenkiania sp. NH8B	1	8	8	8	8	8.00	0.00	[8]
1041504	species	Candidatus Arthromitus sp. SFB-rat-Yit	1	5	5	5	5	5.00	0.00	[5]
351091	species	Oscillibacter valericigenes	1	3	3	3	3	3.00	0.00	[3]
35790	species	Rickettsia japonica	14	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
51669	species	Tetragenococcus halophilus	5	5	5	5	5	5.00	0.00	[5, 5, 5, 5, 5]
59310	species	Streptococcus macedonicus	1	6	6	6	6	6.00	0.00	[6]
1105106	species	Rickettsia philipii	1	1	1	1	1	1.00	0.00	[1]
138336	species	Blastococcus saxobsidens	1	3	3	3	3	3.00	0.00	[3]
135487	species	Nocardia cyriacigeorgica	3	3	3	3	3	3.00	0.00	[3, 3, 3]
33989	species	Rickettsia amblyommatis	3	1	1	1	1	1.00	0.00	[1, 1, 1]
33992	species	Rickettsia rhipicephali	2	1	1	1	1.0	1.00	0.00	[1, 1]
971	species	Selenomonas ruminantium	1	7	7	7	7	7.00	0.00	[7]
547188	species	Phycisphaera mikurensis	1	1	1	1	1	1.00	0.00	[1]
787	species	Rickettsia australis	1	1	1	1	1	1.00	0.00	[1]
33991	species	Rickettsia montanensis	1	1	1	1	1	1.00	0.00	[1]
35792	species	Rickettsia parkeri	2	1	1	1	1.0	1.00	0.00	[1, 1]
28068	species	Rubrivivax gelatinosus	1	3	3	3	3	3.00	0.00	[3]
1404864	species	Bradyrhizobium cosmicum	2	1	1	1	1.0	1.00	0.00	[1, 1]
1866	species	Actinoplanes missouriensis	1	6	6	6	6	6.00	0.00	[6]
180	species	Leptospirillum ferrooxidans	1	3	3	3	3	3.00	0.00	[3]
693075	species	Caldisericum exile	1	1	1	1	1	1.00	0.00	[1]
1084	species	Pararhodospirillum photometricum	1	1	1	1	1	1.00	0.00	[1]
1570	species	Halobacillus halophilus	2	7	7	7	7.0	7.00	0.00	[7, 7]
213	species	Helicobacter cinaedi	9	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2]
208224	species	Enterobacter kobei	11	7	8	8	8	7.91	0.29	[8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8]
582	species	Morganella morganii	17	6	7	7	7	6.94	0.24	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7]
651	species	Aeromonas media	9	10	11	10	10	10.11	0.31	[11, 10, 10, 10, 10, 10, 10, 10, 10]
1199245	species	secondary endosymbiont of Ctenarytaina eucalypti	1	1	1	1	1	1.00	0.00	[1]
134287	species	secondary endosymbiont of Heteropsylla cubana	1	1	1	1	1	1.00	0.00	[1]
91844	species	Candidatus Portiera aleyrodidarum	9	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1]
53437	species	Nocardiopsis alba	1	5	5	5	5	5.00	0.00	[5]
1118963	species	Arthrobacter sp. Rue61a	1	6	6	6	6	6.00	0.00	[6]
665099	species	Cytobacillus oceanisediminis	2	11	12		11.5	11.50	0.50	[11, 12]
1223566	species	Bradyrhizobium sp. CCGE-LA001	1	1	1	1	1	1.00	0.00	[1]
649841	species	Sulfuricella denitrificans	1	2	2	2	2	2.00	0.00	[2]
301	species	Pseudomonas oleovorans	2	4	4	4	4.0	4.00	0.00	[4, 4]
83656	species	Streptomyces tsukubensis	3	6	6	6	6	6.00	0.00	[6, 6, 6]
178606	species	Leptospirillum ferriphilum	2	2	2	2	2.0	2.00	0.00	[2, 2]
1306787	species	Alcanivorax pacificus	1	2	2	2	2	2.00	0.00	[2]
1556	species	Gottschalkia acidurici	1	6	6	6	6	6.00	0.00	[6]
1510466	species	Candidatus Nitrosopumilus koreensis	1	1	1	1	1	1.00	0.00	[1]
1229909	species	Candidatus Nitrosopumilus sediminis	1	1	1	1	1	1.00	0.00	[1]
132920	species	Exiguobacterium antarcticum	1	9	9	9	9	9.00	0.00	[9]
293387	species	Bacillus altitudinis	15	6	8	8	8	7.53	0.62	[8, 7, 8, 7, 6, 7, 8, 8, 8, 7, 8, 7, 8, 8, 8]
385025	species	Cycloclasticus sp. P1	1	1	1	1	1	1.00	0.00	[1]
285091	species	Alcanivorax dieselolei	1	2	2	2	2	2.00	0.00	[2]
252970	species	Paraburkholderia phenoliruptrix	1	6	6	6	6	6.00	0.00	[6]
1252	species	Leuconostoc carnosum	2	4	4	4	4.0	4.00	0.00	[4, 4]
220697	species	Thalassospira xiamenensis	1	4	4	4	4	4.00	0.00	[4]
1291540	species	Candidatus Methanomethylophilus alvus	3	1	1	1	1	1.00	0.00	[1, 1, 1]
1238	species	Piscirickettsia salmonis	78	6	7	6	6.0	6.01	0.11	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7]
80842	species	Herbaspirillum rubrisubalbicans	3	3	3	3	3	3.00	0.00	[3, 3, 3]
1158459	species	Kosakonia sacchari	3	7	7	7	7	7.00	0.00	[7, 7, 7]
358220	species	Acidovorax sp. KKS102	1	3	3	3	3	3.00	0.00	[3]
497727	species	Candidatus Nitrososphaera gargensis	1	1	1	1	1	1.00	0.00	[1]
1684	species	Bifidobacterium asteroides	2	2	2	2	2.0	2.00	0.00	[2, 2]
187303	species	Methylocystis sp. SC2	1	1	1	1	1	1.00	0.00	[1]
83986	species	Methanoculleus bourgensis	2	1	1	1	1.0	1.00	0.00	[1, 1]
249402	species	Cardinium endosymbiont of Encarsia pergandiella	1	1	1	1	1	1.00	0.00	[1]
1147129	species	Dehalobacter sp. DCA	1	3	3	3	3	3.00	0.00	[3]
447471	species	Simiduia agarivorans	1	3	3	3	3	3.00	0.00	[3]
1131462	species	Dehalobacter sp. CF	1	3	3	3	3	3.00	0.00	[3]
85874	species	Thermacetogenium phaeum	1	3	3	3	3	3.00	0.00	[3]
1137606	species	Leptospira mayottensis	3	2	2	2	2	2.00	0.00	[2, 2, 2]
2252	species	Haloferax mediterranei	2	2	2	2	2.0	2.00	0.00	[2, 2]
477641	species	Modestobacter marinus	1	3	3	3	3	3.00	0.00	[3]
1338	species	Streptococcus intermedius	7	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4, 4, 4]
100901	species	Wolbachia endosymbiont of Onchocerca ochengi	1	1	1	1	1	1.00	0.00	[1]
28223	species	Desulfobacula toluolica	1	4	4	4	4	4.00	0.00	[4]
1449	species	Amphibacillus xylanus	1	6	6	6	6	6.00	0.00	[6]
28896	species	Thermoanaerobacterium saccharolyticum	1	5	5	5	5	5.00	0.00	[5]
1582	species	Lactobacillus casei	4	5	5	5	5.0	5.00	0.00	[5, 5, 5, 5]
56957	species	Thermus oshimai	1	2	2	2	2	2.00	0.00	[2]
1748	species	Acidipropionibacterium acidipropionici	7	4	5	4	4	4.14	0.35	[4, 4, 4, 5, 4, 4, 4]
283699	species	Pseudoalteromonas sp. Bsw20308	1	8	8	8	8	8.00	0.00	[8]
46234	species	Anabaena sp. 90	1	5	5	5	5	5.00	0.00	[5]
28183	species	Leptospira santarosai	1	2	2	2	2	2.00	0.00	[2]
1207075	species	Pseudomonas sp. UW4	1	7	7	7	7	7.00	0.00	[7]
59930	species	Cyanobium gracile	1	2	2	2	2	2.00	0.00	[2]
99598	species	Calothrix sp. PCC 7507	1	3	3	3	3	3.00	0.00	[3]
111781	species	Leptolyngbya sp. PCC 7376	1	2	2	2	2	2.00	0.00	[2]
317936	species	Nostoc sp. PCC 7107	1	4	4	4	4	4.00	0.00	[4]
28072	species	Nostoc sp. PCC 7524	1	5	5	5	5	5.00	0.00	[5]
373994	species	Rivularia sp. PCC 7116	1	3	3	3	3	3.00	0.00	[3]
195253	species	Synechococcus sp. PCC 6312	1	1	1	1	1	1.00	0.00	[1]
54308	species	Pleurocapsa minor	1	3	3	3	3	3.00	0.00	[3]
1173025	species	Geitlerinema sp. PCC 7407	1	3	3	3	3	3.00	0.00	[3]
82654	species	Pseudanabaena sp. PCC 7367	1	2	2	2	2	2.00	0.00	[2]
1173263	species	Synechococcus sp. PCC 7502	1	2	2	2	2	2.00	0.00	[2]
118323	species	Oscillatoria acuminata	1	3	3	3	3	3.00	0.00	[3]
54299	species	Chroococcidiopsis thermalis	1	3	3	3	3	3.00	0.00	[3]
1795	species	Mycolicibacterium neoaurum	2	2	2	2	2.0	2.00	0.00	[2, 2]
32054	species	Calothrix parietina	1	4	4	4	4	4.00	0.00	[4]
482564	species	Oscillatoria nigro-viridis	1	2	2	2	2	2.00	0.00	[2]
241425	species	Crinalium epipsammum	1	4	4	4	4	4.00	0.00	[4]
1173027	species	Microcoleus sp. PCC 7113	1	4	4	4	4	4.00	0.00	[4]
1173026	species	Gloeocapsa sp. PCC 7428	1	2	2	2	2	2.00	0.00	[2]
102116	species	Stanieria cyanosphaera	1	2	2	2	2	2.00	0.00	[2]
292566	species	Dactylococcopsis salina	1	3	3	3	3	3.00	0.00	[3]
65093	species	Halothece sp. PCC 7418	1	3	3	3	3	3.00	0.00	[3]
379064	species	Cyanobacterium aponinum	1	3	3	3	3	3.00	0.00	[3]
1165	species	Anabaena cylindrica	1	4	4	4	4	4.00	0.00	[4]
200415	species	Caldisphaera lagunensis	1	1	1	1	1	1.00	0.00	[1]
432329	species	Deinococcus peraridilitoris	1	4	4	4	4	4.00	0.00	[4]
2751	species	Carnobacterium maltaromaticum	2	6	6	6	6.0	6.00	0.00	[6, 6]
33056	species	Candidatus Kinetoplastibacterium crithidii	2	3	3	3	3.0	3.00	0.00	[3, 3]
233181	species	Candidatus Kinetoplastibacterium blastocrithidii	2	3	3	3	3.0	3.00	0.00	[3, 3]
1263979	species	Candidatus Endolissoclinum faulkneri	2	1	1	1	1.0	1.00	0.00	[1, 1]
1335746	species	Spiribacter salinus	1	1	1	1	1	1.00	0.00	[1]
186931	species	Thioalkalivibrio nitratireducens	1	1	1	1	1	1.00	0.00	[1]
390884	species	Echinicola vietnamensis	1	4	4	4	4	4.00	0.00	[4]
1273132	species	Liberibacter crescens	2	3	3	3	3.0	3.00	0.00	[3, 3]
80679	species	Thioflavicoccus mobilis	1	2	2	2	2	2.00	0.00	[2]
882104	species	Methanoregula formicica	1	1	1	1	1	1.00	0.00	[1]
673860	species	Aciduliprofundum sp. MAR08-339	1	1	1	1	1	1.00	0.00	[1]
387341	species	Halovivax ruber	1	2	2	2	2	2.00	0.00	[2]
212767	species	Mycobacterium sp. JS623	1	2	2	2	2	2.00	0.00	[2]
42422	species	Halobacteroides halobius	1	5	5	5	5	5.00	0.00	[5]
101192	species	Methanomethylovorans hollandica	1	2	2	2	2	2.00	0.00	[2]
29288	species	Natronococcus occultus	1	4	4	4	4	4.00	0.00	[4]
103731	species	Saccharothrix espanaensis	1	4	4	4	4	4.00	0.00	[4]
171284	species	Mycoplasma cynos	2	3	5		4.0	4.00	1.00	[3, 5]
671990	species	Serratia sp. FGI94	1	7	7	7	7	7.00	0.00	[7]
398	species	Rhizobium tropici	1	3	3	3	3	3.00	0.00	[3]
251542	species	Candidatus Blochmannia chromaiodes	1	1	1	1	1	1.00	0.00	[1]
83455	species	Myxococcus stipitatus	1	3	3	3	3	3.00	0.00	[3]
1510	species	Thermoclostridium stercorarium	4	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3]
328515	species	Nonlabens dokdonensis	1	2	2	2	2	2.00	0.00	[2]
367806	species	Blattabacterium sp. (Blatta orientalis)	1	1	1	1	1	1.00	0.00	[1]
615	species	Serratia marcescens	65	6	7	7	7	6.98	0.12	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
1233873	species	Geobacillus sp. GHH01	1	10	10	10	10	10.00	0.00	[10]
200451	species	Pseudomonas poae	2	5	5	5	5.0	5.00	0.00	[5, 5]
29311	species	Mycobacterium haemophilum	1	1	1	1	1	1.00	0.00	[1]
994692	species	Candidatus Kinetoplastibacterium desouzaii	1	3	3	3	3	3.00	0.00	[3]
994696	species	Candidatus Kinetoplastibacterium oncopeltii	1	3	3	3	3	3.00	0.00	[3]
36745	species	Clostridium saccharoperbutylacetonicum	2	11	11	11	11.0	11.00	0.00	[11, 11]
994695	species	Candidatus Kinetoplastibacterium galatii	1	3	3	3	3	3.00	0.00	[3]
225326	species	Corynebacterium halotolerans	1	4	4	4	4	4.00	0.00	[4]
388640	species	Bartonella australis	1	2	2	2	2	2.00	0.00	[2]
33047	species	Bartonella vinsonii	2	2	2	2	2.0	2.00	0.00	[2, 2]
65555	species	Desulfocapsa sulfexigens	1	3	3	3	3	3.00	0.00	[3]
35814	species	Bordetella holmesii	63	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
547144	species	Hydrogenobaculum sp. HO	1	2	2	2	2	2.00	0.00	[2]
1721	species	Corynebacterium callunae	1	7	7	7	7	7.00	0.00	[7]
44255	species	Bradyrhizobium oligotrophicum	1	2	2	2	2	2.00	0.00	[2]
1206777	species	Pseudomonas sp. Lz4W	1	5	5	5	5	5.00	0.00	[5]
47735	species	Bibersteinia trehalosi	4	6	6	6	6.0	6.00	0.00	[6, 6, 6, 6]
326544	species	Paraglaciecola psychrophila	1	6	6	6	6	6.00	0.00	[6]
745310	species	Sphingomonas sp. MM-1	1	2	2	2	2	2.00	0.00	[2]
33905	species	Bifidobacterium thermophilum	2	4	4	4	4.0	4.00	0.00	[4, 4]
1263550	species	Edwardsiella piscicida	4	8	10	8	8.0	8.50	0.87	[8, 10, 8, 8]
53413	species	Xanthomonas axonopodis	3	2	2	2	2	2.00	0.00	[2, 2, 2]
453816	species	Bdellovibrio exovorus	1	1	1	1	1	1.00	0.00	[1]
547146	species	Hydrogenobaculum sp. SN	1	2	2	2	2	2.00	0.00	[2]
467094	species	Ilumatobacter coccineus	1	2	2	2	2	2.00	0.00	[2]
1653831	species	Blattabacterium cuenoti	23	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
75985	species	Mannheimia haemolytica	84	6	6	6	6.0	6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
1294143	species	Pseudomonas sp. ATCC 13867	1	5	5	5	5	5.00	0.00	[5]
748247	species	Azoarcus sp. KH32C	1	5	5	5	5	5.00	0.00	[5]
663	species	Vibrio alginolyticus	25	9	14	12	12	11.84	0.83	[11, 11, 9, 12, 14, 12, 12, 12, 12, 12, 12, 13, 12, 12, 11, 12, 12, 12, 11, 12, 12, 12, 12, 12, 12]
187493	species	Thalassolituus oleivorans	3	3	4	4	4	3.67	0.47	[4, 4, 3]
1288494	species	Nitrosospira lacus	1	1	1	1	1	1.00	0.00	[1]
1886	species	Streptomyces albidoflavus	4	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7]
39956	species	Methylobacterium mesophilicum	1	1	1	1	1	1.00	0.00	[1]
1265601	species	Streptomyces sp. PAMC 26508	1	6	6	6	6	6.00	0.00	[6]
33010	species	Cutibacterium avidum	2	3	3	3	3.0	3.00	0.00	[3, 3]
54291	species	Raoultella ornithinolytica	17	8	8	8	8	8.00	0.00	[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
379347	species	Epibacterium mobile	2	4	5		4.5	4.50	0.50	[4, 5]
77038	species	Wolbachia endosymbiont of Drosophila simulans	2	1	1	1	1.0	1.00	0.00	[1, 1]
1316941	species	Archaeoglobus sulfaticallidus	1	1	1	1	1	1.00	0.00	[1]
45634	species	Streptococcus cristatus	4	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4]
68202	species	Streptomyces fulvissimus	2	6	6	6	6.0	6.00	0.00	[6, 6]
1501	species	Clostridium pasteurianum	5	9	10	10	10	9.80	0.40	[9, 10, 10, 10, 10]
649831	species	Actinoplanes sp. N902-109	1	4	4	4	4	4.00	0.00	[4]
1332188	species	Candidatus Saccharimonas aalborgensis	1	1	1	1	1	1.00	0.00	[1]
129921	species	Amycolatopsis keratiniphila	1	4	4	4	4	4.00	0.00	[4]
216933	species	Spiroplasma chrysopicola	1	1	1	1	1	1.00	0.00	[1]
216945	species	Spiroplasma syrphidicola	1	1	1	1	1	1.00	0.00	[1]
758793	species	Caballeronia insecticola	1	5	5	5	5	5.00	0.00	[5]
1333523	species	Salinarchaeum sp. Harcht-Bsk1	1	1	1	1	1	1.00	0.00	[1]
224719	species	Methanobrevibacter sp. AbM4	1	3	3	3	3	3.00	0.00	[3]
1406512	species	Candidatus Methanomassiliicoccus intestinalis	2	1	1	1	1.0	1.00	0.00	[1, 1]
1648923	species	Bacillus paralicheniformis	10	7	8	8	8.0	7.70	0.46	[7, 7, 8, 8, 8, 8, 7, 8, 8, 8]
1166130	species	Enterobacter sp. R4-368	1	10	10	10	10	10.00	0.00	[10]
465541	species	Streptomyces sp. Mg1	1	7	7	7	7	7.00	0.00	[7]
53412	species	Pseudomonas resinovorans	1	5	5	5	5	5.00	0.00	[5]
571800	species	Psychrobacter sp. G	1	4	4	4	4	4.00	0.00	[4]
89154	species	Corynebacterium terpenotabidum	1	5	5	5	5	5.00	0.00	[5]
614	species	Serratia liquefaciens	6	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7]
2145	species	Spiroplasma taiwanense	1	1	1	1	1	1.00	0.00	[1]
216936	species	Spiroplasma diminutum	1	1	1	1	1	1.00	0.00	[1]
150055	species	Streptococcus lutetiensis	5	6	7	7	7	6.60	0.49	[6, 7, 7, 6, 7]
669502	species	Candidatus Profftella armatura	3	1	1	1	1	1.00	0.00	[1, 1, 1]
1329899	species	Cycloclasticus zancles	1	1	1	1	1	1.00	0.00	[1]
